date,Year,Month,Quarter,total_revenue,VAT,Income_Tax,Customs_Duties,Excise_Tax,Corporate_Tax,PAYE,Mineral_Royalty,VAT_Domestic,VAT_Import,Customs_Duty,Import_VAT,Fuel_Levy,Property_Tax,gdp_growth,inflation_rate,exchange_rate_usd,policy_rate,money_supply_m2,copper_price_usd,Copper_Production_Volume,Copper_Export_Value,Cobalt_Price,Mining_Sector_GDP,Maize_Production,Tobacco_Sales,Rainfall_Index,Manufacturing_PMI,Cement_Sales,New_Business_Registrations,Total_Imports_Value,Total_Exports_Value,Trade_Balance,Formal_Employment,Average_Wage,Unemployment_Rate,Working_Days,Filing_Deadline,VAT_Rate_Change,Total_Calculated_Revenue,Data_Quality_Score
2001-11-01,2001,11,4,8995685915.64844,3635142811.0841165,2303496421.8072166,1723215167.7325168,959574863.5141493,1448958224.9460862,805614446.598182,574587664.510292,2433736816.9822717,1201405994.1018448,1287343145.5927575,435872022.13975936,392202370.5841928,255415147.0232199,4.934271317102143,11.342904170230279,5.381831315829692,8.853231401881667,33.12860304509397,6761.104004280878,74098.34048675712,450887927.91802335,32181.377235980126,5.515419729104589,1375232.0418344992,106504238.54567713,113.9004488964616,51.42448706274443,371350.6001291856,3776.1924790550456,19221352582.20926,564629740.3609277,-18656722841.84833,973455.2945014455,7230.055683124086,9.829590731694529,22,0,0,8621429264.137999,0.934915569079024
2001-12-01,2001,12,4,10631769747.513298,4203985284.087446,2953769272.1817503,1977782152.5658884,1136551494.8763525,1884396645.8813384,1053676769.8705693,426298994.01166826,2733649200.0084004,1470336084.079046,1502071250.312696,475710902.2531924,514536784.2245325,439929943.005582,6.236985049320063,10.799693940437743,5.364385252171518,9.351651484683059,29.289024463237908,6166.93557980786,74254.30932117428,412129387.89612734,32840.288991958136,8.644440700352833,1230613.9392201754,113169558.15905605,125.75013008607527,55.49119381439766,344949.91377252014,3443.2144263600762,18592353449.12044,448236219.7834653,-18144117229.336975,981045.5822492953,6175.433669223151,12.003727119809541,18,1,0,10272088203.711437,0.9521853160533112
2002-01-01,2002,1,1,10012521555.299961,3953336604.9387183,3099207561.8226647,1907421844.921315,988005645.187715,2007640831.383838,1058482785.3474603,586818709.0248549,2434216844.3493786,1519119760.5893395,1482214498.525358,425207346.395957,438944239.64904606,362343959.1846798,5.064386486929733,17.308512517647657,5.875211919093026,11.755841587475471,25.65959585753253,6263.735001195815,64436.63007653675,363252577.65255916,32003.124885231136,6.079919396515107,843037.9864288816,105287342.67866457,116.30464437675339,48.00613724017933,334672.03954170574,3727.5367805204696,21096937867.82467,528219049.7232694,-20568718818.1014,966605.3460542143,6408.067782284536,12.082333686083112,22,0,0,9947971656.870413,0.9793372788160175
2002-02-01,2002,2,1,8803885476.354397,3374720898.9663377,2578724252.3660536,1765438518.1213813,795437791.2314917,1729244890.1860082,984435035.1342324,532729487.2531672,2074863486.3147314,1299857412.6516063,1355364703.3662825,410073814.7550988,352495162.0943534,272926366.8220295,6.824439435189934,11.997917737975019,6.2089647606998195,11.152204055415964,28.59956589942706,6680.708287405825,61735.805906213594,371195019.1325868,32566.42751978625,9.100011667790971,717092.1380319023,88146445.70017976,118.16678451655072,52.06319842131144,362296.7802724464,3216.018332335307,17497049230.72144,434132266.75258535,-17062916963.968855,1042150.2941081686,6748.299123048424,10.886786880339312,22,0,0,8514321460.685266,0.8931570711878927
2002-03-01,2002,3,1,9865054015.118309,3587821677.5995603,2651918790.501524,1563499260.3594139,967610584.9761032,1728319705.4835548,746557372.1252476,638183185.2621068,2281874283.5208106,1305947394.0787494,1179315593.9128551,384183666.4465588,429990272.745718,285052235.2780777,4.3162204065283225,8.449026100999813,5.435327118030081,7.2387870041643625,26.253565910922557,7116.240097598228,75837.79124643384,485711937.88304085,38787.538550236524,4.950488499933662,876684.9785024488,99775733.08598664,157.61212615100894,50.762030343873974,351304.30507731275,3199.9218760624403,16966159145.296894,583440295.8313572,-16382718849.465536,1010764.3613117246,7054.31157815221,10.84106478560926,18,1,0,8770850313.436602,0.8849291999023804
2002-04-01,2002,4,2,9390855063.54037,3559548980.0898542,2508001972.912567,1538004003.2442033,1097522532.0203469,1696535909.8879902,877200828.5148565,436565138.581515,2419065510.0619245,1140483470.0279298,1226537564.9849868,311466438.2592166,549558763.8939352,261042079.5701608,4.961160330256249,16.171362230581426,4.27162647156826,11.181139231503641,23.065474387197956,6275.732826119711,80849.11717628126,456648712.7633885,33059.65405101293,5.621787463326362,1069878.1052076998,115139627.99824116,149.04124960705195,48.672327983092906,375954.01604112325,3516.817799248753,14630839242.130062,566591734.2971519,-14064247507.83291,966800.4615160092,6599.260813972413,10.969049883588962,18,0,0,8703077488.266972,0.9494355888995271
2002-05-01,2002,5,2,8971377870.236698,3503918149.4922743,2549217647.161349,1889819019.9866614,1042439313.5202364,1728345001.0536897,833971333.8175025,457008210.55117595,2224058844.9424686,1279859304.5498056,1349146254.5366104,540672765.4500511,384266980.0005076,271298277.2389481,5.202178496197304,11.422619004985924,5.413859309900128,9.13453817192463,28.043622795795446,6268.848680131774,74404.35140999896,419786658.1193694,30478.416874477956,6.5748213911253055,1210134.3059712925,89596277.1800935,161.35666135233578,48.33085823078533,362557.6664068168,3573.7949175425247,17760578341.051983,577636982.1900373,-17182941358.861946,1065983.1219080887,6965.819074650668,11.063327584215433,18,0,0,8985394130.160522,0.9632225783503905
2002-06-01,2002,6,2,9634106261.731974,3965423975.052954,2762599751.6984744,1674618130.2360008,916434124.4072344,1759840284.3360395,999601314.8122025,608413599.4135638,2544137944.7170224,1421286030.3359318,1182008892.3784811,492609237.8575196,428926838.9692862,276007350.42989904,7.413978984387574,6.235937101640991,5.050352132149519,7.207362469966145,26.973553730227078,6848.426765820745,78005.18770825758,480791533.8366923,33749.38699462744,9.861372320970249,1170466.6630619778,87826286.82964249,113.92729773938038,51.670388268354365,399864.2613452583,3728.740625750359,16379271584.47239,664906112.1426923,-15714365472.329697,900776.5678829391,6702.807279054283,12.544198527220301,22,1,0,9319075981.394665,0.9646348779866423
2002-07-01,2002,7,3,10166023679.583233,3763991611.15176,2928591617.5200324,1663457746.88704,933545808.180525,2036229659.689265,1060328910.3785945,632514099.5703996,2524700380.177076,1239291230.974684,1230625495.5709927,432832251.31604713,407498582.95243037,255230034.83069792,3.5482344131131915,14.951262129620787,5.769248203747208,12.108412930916678,36.15346428902198,6596.096235518094,71201.26922926288,422685381.53452605,36886.50246522426,4.526478601727428,1044007.3073092148,97623817.81751063,141.3885498193665,53.728573664519395,334469.3160596468,3727.329640665812,14873998071.31231,527810855.16695035,-14346187216.145359,1020529.7101790431,7007.782699174952,10.869156657548922,22,0,0,9289586783.739359,0.9478463549077161
2002-08-01,2002,8,3,10013225799.513374,3923236864.702831,2645399239.6413198,1873194430.6723323,1189773942.3855371,1826284700.7797549,1052328174.5960193,659420928.1952536,2509991558.3050637,1413245306.3977673,1401515543.848196,471678886.8241363,581863305.1186908,427499210.1699654,2.746989357996804,12.034925858749627,6.955119125032609,10.064378364325073,33.977484759347064,6741.7019569431195,76192.12673370299,462298148.91383725,32059.565868427235,3.2597421558985933,870335.5034962621,97023683.04372635,95.37714992201346,53.43252286700584,369328.1763345882,3420.62598995999,16306009963.611795,585464329.0964469,-15720545634.515348,1096117.7429311364,6465.204324318198,10.24352371354856,22,0,0,9631604477.40202,0.9754015804119187
2002-09-01,2002,9,3,10612205763.096926,3816745137.688054,3081077633.964158,1782992150.2814932,1043759713.7237934,2002765083.1407704,1093005140.7881496,593004853.9394584,2481947630.6408386,1334797507.0472155,1336383815.8922799,446608334.3892132,480029515.8353121,310706260.9159962,4.868974174130146,10.648495957423656,4.3182233451958805,9.09331344850315,28.814365157400424,6854.530445179804,70847.4140929858,437063181.17636865,32265.70529379804,5.8268215262761744,1114265.0493177755,101997200.54343629,142.42873403560432,46.53915934959474,327011.087538556,3437.658190831834,15730397670.795923,577085191.1198704,-15153312479.676052,1027825.4465417567,6472.5893658138175,11.58345536657087,22,1,0,9724574635.657497,0.9311004763544587
2002-10-01,2002,10,4,10446073297.507132,3808081100.9974294,3075673308.8571754,1703380830.1690524,989815558.2748485,2044342339.037236,963719681.6453795,471563585.72498983,2529555832.5879354,1278525268.409494,1305262026.2160738,398118803.9529787,398875191.95951754,325638159.1514992,5.683534625095345,13.939671632862225,5.0367304919451215,10.900245993518103,28.026579982802268,6738.415094862962,75116.34375156838,455548594.14583516,43231.98621339987,6.247858822854424,1317395.6027164299,113636145.00744173,116.15680341029014,52.57854915142371,344240.55954168865,3877.4337145353275,16718849547.016233,568400598.6770744,-16150448948.339159,1066450.4612918445,6252.828154728621,10.31153870363644,18,0,0,9576950798.298506,0.9713814798336212
2002-11-01,2002,11,4,9800820678.691362,3914805056.260046,2738161464.773281,1714793473.737019,1112005446.8986654,1956846767.6474285,1013578982.388496,589574595.4955091,2558001384.1914973,1356803672.068549,1279785236.8136857,435008236.92333347,501427382.80322355,311057550.18795824,3.6381657035123904,13.231363187370253,5.093118657085192,8.533752185801404,34.34894850811686,7833.533075615217,71283.85118857418,502563965.43863606,31108.476372988436,4.437050593244071,1432216.5662061619,98181571.40409164,150.4836106845993,53.426507954646596,360530.2935467062,3804.519962032407,19926814913.113205,732260556.2299211,-19194554356.883286,964478.7720884981,6865.148194791162,11.548565176596469,22,0,0,9479765441.66901,0.9767812136991523
2002-12-01,2002,12,4,11456018829.2953,4486411136.837409,2996153723.177125,1829809524.875014,1033805659.3183903,2042206103.8191798,963317452.6453722,605360226.702307,3152366203.1862664,1334044933.6511426,1375845522.0656948,453964002.8093194,474467009.3682034,378482052.0680387,6.038317061614243,12.537508528116978,4.581805961924443,10.467312626954781,18.961508497539104,6817.961254837059,66509.84613073764,408115398.5860893,34973.317645816685,6.848194969899576,1223242.2837400534,119704225.35419379,112.45235362311169,51.98289604184034,405944.74294105277,3579.8938907258726,21614530883.518906,559434464.4857649,-21055096419.033142,987209.99453862,6931.203869527761,12.665887782960063,18,1,0,10346180044.207937,0.9647157457003107
2003-01-01,2003,1,1,10314031719.20454,4138931955.546506,2912601214.6312294,1982877525.7076933,1095212162.6795888,2005582415.2826273,1112224236.179866,655605745.1866672,2684497548.998432,1454434406.548074,1421288502.1578233,561589023.54987,516371628.15095264,320131438.541579,5.888301850470219,6.64932584032863,5.436431412087566,7.250229491064268,29.50336048775339,6903.061341117281,75579.53381348694,469557142.2427932,28616.257120898452,6.429403497829372,867903.3912602449,118974807.7883492,137.93604156302715,51.94998826633705,361799.1944894693,3888.3854638893145,17042515226.99528,633950663.4106668,-16408564563.584612,963875.7562886431,7258.963414619083,11.418972746753205,22,0,0,10129622858.565018,0.9109758563258621
2003-02-01,2003,2,1,9790631796.562056,3775861364.8854513,2757489147.872335,1918789613.9620852,928417372.1807355,1908955754.2738194,1155296800.5936418,645175738.7227138,2426909325.134448,1348952039.7510033,1374551023.0232444,544238590.938841,336152124.36661917,251000928.0618991,5.434022826496347,12.571044523265702,4.868491035176255,11.329068170919404,31.005491787521105,6735.367751001393,78298.41672882397,474631767.8908101,33498.19755955686,6.083504344235834,670213.4588315715,98618846.37032372,107.48303652343807,52.095693734687536,376334.9297453414,4026.606449508925,17272264775.19418,663740366.2743994,-16608524408.91978,1005967.2244553912,6600.2681451737835,12.34148615883327,22,0,0,9380557498.900606,0.8996215651170295
2003-03-01,2003,3,1,10888645842.443653,4024980607.402858,2918391323.0735455,2050665773.6495693,1021042421.8317634,1853531407.1584375,1006718211.4955727,726408631.862894,2730587435.8297086,1294393171.573149,1514591132.4365892,536074641.21298015,416975572.31491816,352324760.46386,4.206583347284523,12.453895905218818,5.949892770773195,10.516116596517227,39.209834032887805,7339.6785731361915,71669.90267475121,473430644.10056496,38164.65908877755,5.133261276770803,916729.1882715067,93704594.64233983,109.39834882124993,52.54490460295232,364904.3889787931,3838.310970039062,21621192744.595047,666761238.9709402,-20954431505.624107,974805.5104002235,6682.367649319065,9.904786348375806,18,1,0,10015080125.957737,0.9348120064981819
2003-04-01,2003,4,2,10007612747.730911,3590565968.8352695,2798844489.682809,1979764989.6817145,1253646886.3513656,1774674344.0988445,938499624.7872164,598510919.4793127,2408850449.966793,1181715518.8684762,1419911355.5625625,559853634.1191521,593134726.4987605,312238655.478938,4.0999002782701846,13.932302509677537,5.424658104297336,10.95787318028872,30.673805154232696,6704.7122054217625,76051.90686421639,458915533.3782997,39664.98321325284,5.092766947613243,1180804.7242111566,117253092.33663385,128.00911046660949,54.39541701034336,396006.58812056395,4002.6385613240104,21081943020.72748,588920885.095213,-20493022135.632267,1025335.6843216661,7238.254483254178,10.823064329012764,18,0,0,9622822334.551159,0.9253014750380189
2003-05-01,2003,5,2,10385674581.836008,4103027801.092649,2627524070.692502,2102341012.789463,1060754418.872541,1728904050.0467057,887994375.5260015,660305409.864731,2659148066.33615,1443879734.7564988,1588487727.5336587,513853285.2558042,509580933.9375941,321260545.5905987,5.751468036255652,10.073316896351251,5.947705744800742,9.22775751619553,27.69884940744741,7794.995795467333,72377.14768518986,507761605.7045759,35970.44996449154,7.519257512709552,1187511.1563818806,98953478.52177441,92.4506164852894,54.23468780109771,363443.9414357955,3756.026327370482,21795184279.251163,633391708.6409342,-21161792570.61023,1012114.7463167169,5622.379879687248,12.35879027399974,18,0,0,9893647303.447155,0.9677758342192733
2003-06-01,2003,6,2,9894338762.543486,3955224104.016904,2818659790.5642195,1697263201.3395143,862756221.858105,1905903675.5729327,1041511804.1801639,529944304.6081316,2563050412.271849,1392173691.7450545,1231287743.7118163,465975457.6276979,459854974.1223487,341250229.74380445,6.485991984560002,6.123686010850406,5.763420228318536,6.8841026839377975,30.97651500693814,6570.297829443129,73653.5741053028,435533326.2673197,31445.640347943794,7.34919898459233,1087472.1798922827,96857425.65301448,140.8564690610989,52.17890261694459,395777.96636905987,3802.865566648514,17747862444.358223,591008588.0232972,-17156853856.334927,1041718.7613341991,6966.361379933772,12.942485863465764,22,1,0,9333903317.778742,0.8900031671067153
2003-07-01,2003,7,3,10608363562.587498,3873997763.3298783,2967310132.7256594,1656272455.1282692,1120741898.01438,1872259487.7265377,1127199717.5016456,649289851.1668274,2483053872.7822027,1390943890.5476754,1161912250.081194,494360205.04707533,415576541.27328473,358584682.5311182,5.623105944144201,13.327011272765535,5.955132152856387,9.987113334323498,37.004702164554075,7933.584099287157,78684.28337472993,561823541.501006,37127.287808924826,6.20398620314549,948409.0031725055,109033451.60153173,156.63039422753184,52.33243511184825,384274.1884806579,4094.089147158862,15111302079.60236,732486444.5085243,-14378815635.093836,1006540.6934159305,6606.930777258318,11.420988032882514,22,0,0,9618322249.198187,0.9057740061311519
2003-08-01,2003,8,3,10309526738.448597,3825868811.6131177,3175201332.5671434,1998702848.0796385,1037100282.776016,2002256230.6089206,1177830454.2729597,699787710.59514,2516923196.8267393,1308945614.7863784,1475863638.1349008,522839209.9447376,523165755.2519518,315189726.1606722,4.71286676456627,11.759564188323232,5.502016944625282,10.50309190081622,25.799352584846588,7735.062230066352,79566.54018898246,553906925.8135692,34010.23436715835,6.276255794924344,925843.9851353745,126991263.69962908,123.16866175193972,51.10507040976525,364401.347488855,3676.7211800605505,20834810165.92829,749039223.346038,-20085770942.582253,991981.6664697377,6642.822703869509,13.72893702527853,22,0,0,10036873275.035915,0.9551798944518708
2003-09-01,2003,9,3,11286107692.194487,4534994199.157495,3135115165.6998425,2189427991.7379365,1227156383.3402083,1862478036.2560716,1012491642.8258723,579047780.0723943,2968103983.355568,1566890215.8019264,1687921920.480259,501506071.2576775,655542503.2858869,312688144.7208739,7.187911524410452,12.455637675688763,6.085668405750766,10.841336810574798,23.419370507341306,7326.507551612153,80261.29868152228,529231509.8031344,34807.457652496465,8.501410853425295,1050902.1153917115,118572388.40359832,133.6074736264896,52.79249646603627,384996.6704280982,3492.6330789596386,24908692023.811054,729123102.8939714,-24179568920.917084,1041414.6086079071,6317.194859459096,11.89713346093928,22,1,0,11086693739.935482,0.8894986644977312
2003-10-01,2003,10,4,11375743041.144878,4376293811.962501,3102747351.180712,1856577592.2234862,990294666.2351751,2124838345.4590123,1042426813.0078139,714019011.0739561,2874919033.6444077,1501374778.3180928,1334660262.7622087,521917329.46127754,432144985.9713331,222102423.19070038,5.181940897099543,6.168526369886714,6.074788574139256,8.146664694818476,17.627867788428986,7212.747841394653,76182.30571487446,494535384.9876854,33703.74778709887,6.857618347728982,1329639.9963245364,124830470.41363,133.5533261317024,51.758413858006,367572.02718184865,3681.2448024386954,22421419693.20923,661784060.0749687,-21759635633.13426,1043502.0823595534,7180.141727015921,11.798789159026514,18,0,0,10325913421.601875,0.91207644140217
2003-11-01,2003,11,4,10632873502.955996,4012651671.563735,2757113697.7108965,1883614436.254351,1110964123.015307,1743425263.2004287,965758346.7441752,522466246.11507046,2681761662.0283284,1330890009.5354066,1425763841.0947077,457850595.1596432,555371526.6799201,165008619.7457325,5.22486635362378,10.5042837860784,6.0975327036263005,9.97977143667618,29.326396095703164,7295.848901810874,85388.23518871858,560681695.736263,34302.05185922413,6.8488503356321235,1410556.0356368844,99493664.05837457,124.54853728892392,51.17175375771729,396193.555232281,3714.525907320363,19866888203.21615,677462732.9732966,-19189425470.24285,1021122.2848880877,7671.7036335910525,12.509632195780796,22,0,0,9764343928.544289,0.9187155394053983
2003-12-01,2003,12,4,12925527205.66786,5084490843.826697,4041406891.7740726,2104338118.5518887,1331669949.9602568,2535464411.096138,1406716137.442488,711496413.5460678,3338350837.787002,1746140006.0396953,1592588340.981343,511749777.57054555,694810884.5718056,424241847.04490894,5.799403598503462,9.71990418383728,6.200415934604171,9.309180526838386,23.950030792445006,7435.292781368743,76750.36262521312,513595275.4752124,26576.07302589769,6.417781098949713,1240222.4125352604,115919219.65218131,133.51759113466346,51.8911777317007,402377.18365043926,3718.6193564355626,21307636503.351612,658784970.990769,-20648851532.360844,1024112.2857124067,6126.862456552399,10.09328245073904,18,1,0,12561905804.112915,0.942259379656269
2004-01-01,2004,1,1,11503086975.641527,4410213099.796815,3059794477.529539,2258573301.3642507,1326763534.99279,1782413289.7499752,1008233582.3172367,599443244.3505272,2646180278.3590803,1764032821.4377344,1797415210.6114316,461158090.752819,504861886.8401595,250456784.78996226,7.091545155867379,8.499115955045015,5.704303825271847,7.610596229833004,22.98455103296251,6280.545521897172,80102.98580218956,452781403.89348096,47198.762031696366,9.49151750709157,850077.718194575,115619358.48480631,117.20971467998554,53.27923588047242,371172.73445501726,3860.1213373951637,22509649523.350792,545585826.608283,-21964063696.742508,980471.3691869122,6187.8638123537485,12.490900731934309,22,0,0,11055344413.683395,0.8958132645719364
2004-02-01,2004,2,1,10203594629.24788,3553542289.1367216,2969256669.0576754,1688438119.0809903,1031111552.4104401,1811184911.9631238,985671387.5494571,696074567.9373994,2332529660.464418,1221012628.6723037,1313517554.3669703,374920564.71402,460126097.6599948,276570307.07128084,4.88222441275317,5.277023850078753,6.431752666257736,7.411595114216903,26.850048840558106,8133.890719820763,75317.3453856323,551360751.0063568,37359.806666233046,5.92663738197556,714225.6548204863,110486407.53800549,119.60887536805824,51.0954683330736,361736.4987358522,3469.424116508773,19838433256.2643,648187239.5468103,-19190246016.71749,990021.4067768713,6325.796367215401,12.401591043611107,22,0,0,9242348629.685827,0.9660604490349709
2004-03-01,2004,3,1,12515401158.370642,4887104642.868354,3320358351.290698,2186295220.717225,1308302195.135257,2280214703.2689314,1323833172.9443316,639574346.2784749,3122127604.046975,1764977038.821379,1579825541.3863597,606469679.3308653,582961007.9284165,536892520.9148113,5.20472134692024,14.729892884687867,5.929921354544733,10.529599389084176,40.85907897220028,7534.161809944278,70980.53057752557,481300922.4540977,43195.584027220335,7.1188621403812,934638.5072383865,104461924.4176685,126.54028023493979,51.43115500931092,342533.59921755624,3862.6142633697164,19456323722.04187,591456330.7665693,-18864867391.2753,996005.1293551974,6591.232387151516,10.734292886124686,18,1,0,11702060410.011536,0.9247542235466274
